362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),"The product contains a code sequence that can run concurrently with other code, and the code sequence requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence that is operating concurrently.",26;29,691,Architecture and Design;Implementation,"In languages that support it, use synchronization primitives. Only wrap these around critical code to minimize the impact on performance.;Use thread-safe capabilities such as the data access abstraction in Spring.;;When using multithreading and operating on shared variables, only use thread-safe functions.;Use atomic operations on shared variables. Be wary of innocent-looking constructs such as ""x++"". This may appear atomic at the code layer, but it is actually non-atomic at the instruction layer, since it involves a read, followed by a computation, followed by a write.;Use a mutex if available, but be sure to avoid related weaknesses such as CWE-412.;Avoid double-checked locking (CWE-609) and other implementation errors that arise when trying to avoid the overhead of synchronization.;Disable interrupts or signals over critical parts of the code, but also make sure that the code does not go into a large or infinite loop.;Use the volatile type modifier for critical variables to avoid unexpected compiler optimization or reordering. This does not necessarily solve the synchronization problem, but it can help.;Run your code using the lowest privileges that are required to accomplish the necessary tasks [REF-76]. If possible, create isolated accounts with limited privileges that are only used for a single task. That way, a successful attack will not immediately give the attacker access to the rest of the software or its environment. For example, database applications rarely need to run as the database administrator, especially in day-to-day operations."
367,Time-of-check Time-of-use (TOCTOU) Race Condition,"The product checks the state of a resource before using that resource, but the resource's state can change between the check and the use in a way that invalidates the results of the check. This can cause the product to perform invalid actions when the resource is in an unexpected state.",27;29,362;362,Implementation,"The most basic advice for TOCTOU vulnerabilities is to not perform a check before the use. This does not resolve the underlying issue of the execution of a function on a resource whose state and identity cannot be assured, but it does help to limit the false sense of security given by the check.;When the file being altered is owned by the current user and group, set the effective gid and uid to that of the current user and group when executing this statement.;Limit the interleaving of operations on files from multiple processes.;If you cannot perform operations atomically and you must share access to the resource between multiple processes or threads, then try to limit the amount of time (CPU cycles) between the check and use of the resource. This will not fix the problem, but it could make it more difficult for an attack to succeed.;Recheck the resource after the use call to verify that the action was taken appropriately.;Ensure that some environmental locking mechanism can be used to protect resources effectively.;Ensure that locking occurs before the check, as opposed to afterwards, such that the resource, as checked, is the same as it is when in use."
369,Divide By Zero,The product divides a value by zero.,,682;682;682;682,Implementation,
384,Session Fixation,"Authenticating a user, or otherwise establishing a new user session, without invalidating any existing session identifier gives an attacker the opportunity to steal authenticated sessions.",196;21;31;39;59;60;61,610;610,Architecture and Design;Implementation,"Invalidate any existing session identifiers prior to authorizing a new user session.;For platforms such as ASP that do not generate new values for sessionid cookies, utilize a secondary cookie. In this approach, set a secondary cookie on the user's browser to a random value and set a session variable to the same value. If the session variable and the cookie value ever don't match, invalidate the session, and force the user to log on again."
400,Uncontrolled Resource Consumption,"The product does not properly control the allocation and maintenance of a limited resource, thereby enabling an actor to influence the amount of resources consumed, eventually leading to the exhaustion of available resources.",147;227;492,664,Operation;Architecture and Design;Implementation,"Design throttling mechanisms into the system architecture. The best protection is to limit the amount of resources that an unauthorized user can cause to be expended. A strong authentication and access control model will help prevent such attacks from occurring in the first place. The login application should be protected against DoS attacks as much as possible. Limiting the database access, perhaps by caching result sets, can help minimize the resources expended. To further limit the potential for a DoS attack, consider tracking the rate of requests received from users and blocking requests that exceed a defined rate threshold.;;Ensure that protocols have specific limits of scale placed on them.;Ensure that all failures in resource allocation place the system into a safe posture."
401,Missing Release of Memory after Effective Lifetime,"The product does not sufficiently track and release allocated memory after it has been used, which slowly consumes remaining memory.",,772;404;404,Implementation,;Use an abstraction library to abstract away risky APIs. Not a complete solution.;The Boehm-Demers-Weiser Garbage Collector or valgrind can be used to detect leaks in code.
404,Improper Resource Shutdown or Release,The product does not release or incorrectly releases a resource before it is made available for re-use.,125;130;131;494;495;496;666,664,Implementation,";It is good practice to be responsible for freeing all resources you allocate and to be consistent with how and where you free memory in a function. If you allocate memory that you intend to free upon completion of the function, you must be sure to free the memory at all exit points for that function including error conditions.;Memory should be allocated/freed using matching functions such as malloc/free, new/delete, and new[]/delete[].;When releasing a complex object or structure, ensure that you properly dispose of all of its member components, not just the object itself."
407,Inefficient Algorithmic Complexity,"An algorithm in a product has an inefficient worst-case computational complexity that may be detrimental to system performance and can be triggered by an attacker, typically using crafted manipulations that ensure that the worst case is being reached.",,405,Architecture and Design;Implementation,
415,Double Free,"The product calls free() twice on the same memory address, potentially leading to modification of unexpected memory locations.",,825;1341;672;672;672;666,Implementation,"Choose a language that provides automatic memory management.;Ensure that each allocation is freed only once. After freeing a chunk, set the pointer to NULL to ensure the pointer cannot be freed again. In complicated error conditions, be sure that clean-up routines respect the state of allocation properly. If the language is object oriented, ensure that object destructors delete each chunk of memory only once.;Use a static analysis tool to find double free instances."
416,Use After Free,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code.",,825;672;672;672,Implementation,"Choose a language that provides automatic memory management.;When freeing pointers, be sure to set them to NULL once they are freed. However, the utilization of multiple or complex data structures may lower the usefulness of this strategy."
425,Direct Request ('Forced Browsing'),"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files.",127;143;144;668;87,862;862;288;424,Implementation;Operation,"Apply appropriate access control authorizations for each access to all restricted URLs, scripts or files.;Consider using MVC based frameworks such as Struts."
426,Untrusted Search Path,The product searches for critical resources using an externally-supplied search path that can point to resources that are not under the product's direct control.,38,642;668;673,Implementation,"Hard-code the search path to a set of known-safe values (such as system directories), or only allow them to be specified by the administrator in a configuration file. Do not allow these settings to be modified by an external party. Be careful to avoid related weaknesses such as CWE-426 and CWE-428.;When invoking other programs, specify those programs using fully-qualified pathnames. While this is an effective approach, code that uses fully-qualified pathnames might not be portable to other systems that do not use the same pathnames. The portability can be improved by locating the full-qualified paths in a centralized, easily-modifiable location within the source code, and having the code refer to these paths.;Remove or restrict all environment settings before invoking other programs. This includes the PATH environment variable, LD_LIBRARY_PATH, and other settings that identify the location of code libraries, and any application-specific search paths.;Check your search path before use and remove any elements that are likely to be unsafe, such as the current working directory or a temporary files directory.;Use other functions that require explicit paths. Making use of any of the other readily available functions that require explicit paths is a safe way to avoid this problem. For example, system() in C does not require a full path since the shell can take care of it, while execl() and execv() require a full path."
427,Uncontrolled Search Path Element,"The product uses a fixed or controlled search path to find resources, but one or more locations in that path can be under the control of unintended actors.",38;471,668;668,Implementation,"Hard-code the search path to a set of known-safe values (such as system directories), or only allow them to be specified by the administrator in a configuration file. Do not allow these settings to be modified by an external party. Be careful to avoid related weaknesses such as CWE-426 and CWE-428.;When invoking other programs, specify those programs using fully-qualified pathnames. While this is an effective approach, code that uses fully-qualified pathnames might not be portable to other systems that do not use the same pathnames. The portability can be improved by locating the full-qualified paths in a centralized, easily-modifiable location within the source code, and having the code refer to these paths.;Remove or restrict all environment settings before invoking other programs. This includes the PATH environment variable, LD_LIBRARY_PATH, and other settings that identify the location of code libraries, and any application-specific search paths.;Check your search path before use and remove any elements that are likely to be unsafe, such as the current working directory or a temporary files directory. Since this is a denylist approach, it might not be a complete solution.;Use other functions that require explicit paths. Making use of any of the other readily available functions that require explicit paths is a safe way to avoid this problem. For example, system() in C does not require a full path since the shell can take care of finding the program using the PATH environment variable, while execl() and execv() require a full path."
428,Unquoted Search Path or Element,"The product uses a search path that contains an unquoted element, in which the element contains whitespace or other separators. This can cause the product to access resources in a parent path.",,668;668,Implementation,Properly quote the full search path before executing a program on the system.;;Inputs should be decoded and canonicalized to the application's current internal representation before being validated (CWE-180). Make sure that the application does not decode the same input twice (CWE-174). Such errors could be used to bypass allowlist validation schemes by introducing dangerous inputs after they have been checked.
434,Unrestricted Upload of File with Dangerous Type,The product allows the attacker to upload or transfer files of dangerous types that can be automatically processed within the product's environment.,1,669;669,Implementation;Architecture and Design,"Generate a new, unique filename for an uploaded file instead of using the user-supplied filename, so that no external input is used at all.[REF-422] [REF-423];When the set of acceptable objects, such as filenames or URLs, is limited or known, create a mapping from a set of fixed input values (such as numeric IDs) to the actual filenames or URLs, and reject all other inputs.;Consider storing the uploaded files outside of the web document root entirely. Then, use other mechanisms to deliver the files dynamically. [REF-423];;Define a very limited set of allowable extensions and only generate filenames that end in these extensions. Consider the possibility of XSS (CWE-79) before allowing .html or .htm file types.;Ensure that only one extension is used in the filename. Some web servers, including some versions of Apache, may process files based on inner extensions so that ""filename.php.gif"" is fed to the PHP interpreter.[REF-422] [REF-423];When running on a web server that supports case-insensitive filenames, perform case-insensitive evaluations of the extensions that are provided.;For any security checks that are performed on the client side, ensure that these checks are duplicated on the server side, in order to avoid CWE-602. Attackers can bypass the client-side checks by modifying values after the checks have been performed, or by changing the client to remove the client-side checks entirely. Then, these modified values would be submitted to the server.;Do not rely exclusively on sanity checks of file contents to ensure that the file is of the expected type and size. It may be possible for an attacker to hide code in some file segments that will still be executed by the server. For example, GIF images may contain a free-form comments field.;Do not rely exclusively on the MIME content type or filename attribute when determining how to render a file. Validating the MIME content type and ensuring that it matches the extension is only a partial solution.;Run your code using the lowest privileges that are required to accomplish the necessary tasks [REF-76]. If possible, create isolated accounts with limited privileges that are only used for a single task. That way, a successful attack will not immediately give the attacker access to the rest of the software or its environment. For example, database applications rarely need to run as the database administrator, especially in day-to-day operations.;"
436,Interpretation Conflict,"Product A handles inputs or steps differently than Product B, which causes A to perform incorrect actions based on its perception of B's state.",105;273;34,435,Architecture and Design;Implementation,
444,Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),"The product acts as an intermediary HTTP agent
         (such as a proxy or firewall) in the data flow between two
         entities such as a client and server, but it does not
         interpret malformed HTTP requests or responses in ways that
         are consistent with how the messages will be processed by
         those entities that are at the ultimate destination.",273;33,436;436,Implementation,"Use a web server that employs a strict HTTP parsing procedure, such as Apache [REF-433].;Use only SSL communication.;Terminate the client session after each request.;Turn all pages to non-cacheable."
457,Use of Uninitialized Variable,"The code uses a variable that has not been initialized, leading to unpredictable or unintended results.",,908;665;665,Implementation,"Assign all variables to an initial value.;Most compilers will complain about the use of uninitialized variables if warnings are turned on.;When using a language that does not require explicit declaration of variables, run or compile the software in a mode that reports undeclared or unknown variables. This may indicate the presence of a typographic error in the variable's name.;The choice could be made to use a language that is not susceptible to these issues.;Mitigating technologies such as safe string libraries and container abstractions could be introduced."
459,Incomplete Cleanup,"The product does not properly ""clean up"" and remove temporary or supporting resources after they have been used.",,404;404,Implementation,Temporary files and other supporting resources should be deleted/released immediately after they are no longer needed.
476,NULL Pointer Dereference,"A NULL pointer dereference occurs when the application dereferences a pointer that it expects to be valid, but is NULL, typically causing a crash or exit.",,710;754;754,Implementation,"If all pointers that could have been modified are sanity-checked previous to use, nearly all NULL pointer dereferences can be prevented.;The choice could be made to use a language that is not susceptible to these issues.;Check the results of all functions that return a value and verify that the value is non-null before acting upon it.;Identify all variables and data stores that receive information from external sources, and apply input validation to make sure that they are only initialized to expected values.;Explicitly initialize all your variables and other data stores, either during declaration or just before the first usage.;Use automated static analysis tools that target this type of weakness. Many modern techniques use data flow analysis to minimize the number of false positives. This is not a perfect solution, since 100% accuracy and coverage are not feasible."
494,Download of Code Without Integrity Check,The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.,184;185;186;187;533;538;657;662;691;692;693;695,345;669;669,Architecture and Design;Implementation,"Perform proper forward and reverse DNS lookups to detect DNS spoofing.;;;Run your code using the lowest privileges that are required to accomplish the necessary tasks [REF-76]. If possible, create isolated accounts with limited privileges that are only used for a single task. That way, a successful attack will not immediately give the attacker access to the rest of the software or its environment. For example, database applications rarely need to run as the database administrator, especially in day-to-day operations.;"
502,Deserialization of Untrusted Data,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,586,913;913,Architecture and Design;Implementation,"If available, use the signing/sealing features of the programming language to assure that deserialized data has not been tainted. For example, a hash-based message authentication code (HMAC) could be used to ensure that data has not been modified.;When deserializing data, populate a new object rather than just deserializing. The result is that the data flows through safe input validation and that the functions are safe.;Explicitly define a final object() to prevent deserialization.;;Avoid having unnecessary types or gadgets available that can be leveraged for malicious ends. This limits the potential for unintended or unauthorized types and gadgets to be leveraged by the attacker. Add only acceptable classes to an allowlist. Note: new gadgets are constantly being discovered, so this alone is not a sufficient mitigation."
521,Weak Password Requirements,"The product does not require that users should have strong passwords, which makes it easier for attackers to compromise user accounts.",112;16;49;509;55;555;561;565;70,1391;287,Architecture and Design;Implementation,";Consider a second
                 authentication factor beyond the password, which prevents the
                 password from being a single point of failure. See CWE-308 for
                 further information.;Consider implementing a password complexity meter to inform users when a chosen password meets the required attributes."
522,Insufficiently Protected Credentials,"The product transmits or stores authentication credentials, but it uses an insecure method that is susceptible to unauthorized interception and/or retrieval.",102;474;50;509;551;555;560;561;600;644;645;652;653,1390;287;668,Architecture and Design;Implementation,"Use an appropriate security mechanism to protect the credentials.;Make appropriate use of cryptography to protect the credentials.;Use industry standards to protect the credentials (e.g. LDAP, keystore, etc.)."
532,Insertion of Sensitive Information into Log File,Information written to log files can be of a sensitive nature and give valuable guidance to an attacker or expose sensitive user information.,215,538;200,Architecture and Design;Implementation;Operation,Consider seriously the sensitivity of the information written into log files. Do not write secrets into the log files.;Remove debug log files before deploying the application into production.;Protect log files against unauthorized read/write.;Adjust configurations appropriately when software is transitioned from a debug state to production.
552,Files or Directories Accessible to External Parties,"The product makes files or directories accessible to unauthorized actors, even though they should not be.",150;639,668;668;285,Architecture and Design;Implementation;Operation,"When storing data in the cloud (e.g., S3 buckets, Azure blobs, Google Cloud Storage, etc.), use the provider's controls to disable public access."
565,Reliance on Cookies without Validation and Integrity Checking,"The product relies on the existence or values of cookies when performing security-critical operations, but it does not properly ensure that the setting is valid for the associated user.",226;31;39,642;669;602,Architecture and Design;Implementation,"Avoid using cookie data for a security-related decision.;Perform thorough input validation (i.e.: server side validation) on the cookie data if you're going to use it for a security related decision.;Add integrity checks to detect tampering.;Protect critical cookies from replay attacks, since cross-site scripting or other attacks may allow attackers to steal a strongly-encrypted cookie that also passes integrity checks. This mitigation applies to cookies that should only be valid during a single transaction or session. By enforcing timeouts, you may limit the scope of an attack. As part of your integrity check, use an unpredictable, server-side value that is not exposed to the client."
59,Improper Link Resolution Before File Access ('Link Following'),"The product attempts to access a file based on the filename, but it does not properly prevent that filename from identifying a link or shortcut that resolves to an unintended resource.",132;17;35;76,706;706,Implementation,
601,URL Redirection to Untrusted Site ('Open Redirect'),"A web application accepts a user-controlled input that specifies a link to an external site, and uses that link in a Redirect. This simplifies phishing attacks.",178,610;610,Architecture and Design;Implementation,";Use an intermediate disclaimer page that provides the user with a clear warning that they are leaving the current site. Implement a long timeout before the redirect occurs, or force the user to click on the link. Be careful to avoid XSS problems (CWE-79) when generating the disclaimer page.;;Ensure that no externally-supplied requests are honored by requiring that all redirect requests include a unique nonce generated by the application [REF-483]. Be sure that the nonce is not predictable (CWE-330).;;Use an application firewall that can detect attacks against this weakness. It can be beneficial in cases in which the code cannot be fixed (because it is controlled by a third party), as an emergency prevention measure while more comprehensive software assurance measures are applied, or to provide defense in depth."
610,Externally Controlled Reference to a Resource in Another Sphere,The product uses an externally controlled name or reference that resolves to a resource that is outside of the intended control sphere.,219,664,Architecture and Design,
611,Improper Restriction of XML External Entity Reference,"The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.",221,610;610,Implementation,Many XML parsers and validators can be configured to disable external entity expansion.
613,Insufficient Session Expiration,"According to WASC, ""Insufficient Session Expiration is when a web site permits an attacker to reuse old session credentials or session IDs for authorization.""",,672;672,Architecture and Design;Implementation,Set sessions/credentials expiration date.
617,Reachable Assertion,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary.",,670;670,Implementation,Make sensitive open/close operation non reachable by directly user-controlled data (e.g. open/close resources);Perform input validation on user data.
639,Authorization Bypass Through User-Controlled Key,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.,,863;863;284,Architecture and Design,"For each and every data access, ensure that the user has sufficient privilege to access the record that is being requested.;Make sure that the key that is used in the lookup of a specific user's record is not controllable externally by the user or that any tampering can be detected.;Use encryption in order to make it more difficult to guess other legitimate values of the key or associate a digital signature with the key so that the server can verify that there has been no tampering."
640,Weak Password Recovery Mechanism for Forgotten Password,"The product contains a mechanism for users to recover or change their passwords without knowing the original password, but the mechanism is weak.",50,1390;287,Architecture and Design;Implementation,Make sure that all input supplied by the user to the password recovery mechanism is thoroughly filtered and validated.;Do not use standard weak security questions and use several security questions.;Make sure that there is throttling on the number of incorrect answers to a security question. Disable the password recovery functionality after a certain (small) number of incorrect guesses.;Require that the user properly answers the security question prior to resetting their password and sending the new password to the e-mail address of record.;Never allow the user to control what e-mail address the new password will be sent to in the password recovery mechanism.;Assign a new temporary password rather than revealing the original password.
662,Improper Synchronization,"The product utilizes multiple threads or processes to allow temporary access to a shared resource that can only be exclusive to one process at a time, but it does not properly synchronize these actions, which might cause simultaneous accesses of this resource by multiple threads or processes.",25;26;27;29,664;691,Architecture and Design;Implementation,Use industry standard APIs to synchronize your code.
665,Improper Initialization,"The product does not initialize or incorrectly initializes a resource, which might leave the resource in an unexpected state when it is accessed or used.",26;29,664,Implementation;Operation,";Identify all variables and data stores that receive information from external sources, and apply input validation to make sure that they are only initialized to expected values.;Explicitly initialize all your variables and other data stores, either during declaration or just before the first usage.;Pay close attention to complex conditionals that affect initialization, since some conditions might not perform the initialization.;Avoid race conditions (CWE-362) during initialization routines.;Run or compile your product with settings that generate warnings about uninitialized variables or data.;Use automated static analysis tools that target this type of weakness. Many modern techniques use data flow analysis to minimize the number of false positives. This is not a perfect solution, since 100% accuracy and coverage are not feasible."
667,Improper Locking,"The product does not properly acquire or release a lock on a resource, leading to unexpected resource state changes and behaviors.",25;26;27,662;662;662;662,Architecture and Design;Implementation,Use industry standard APIs to implement locking mechanism.
668,Exposure of Resource to Wrong Sphere,"The product exposes a resource to the wrong control sphere, providing unintended actors with inappropriate access to the resource.",,664,Architecture and Design;Implementation;Operation,
670,Always-Incorrect Control Flow Implementation,"The code contains a control flow path that does not reflect the algorithm that the path is intended to implement, leading to incorrect behavior any time this path is navigated.",,691,Implementation,
672,Operation on a Resource after Expiration or Release,"The product uses, accesses, or otherwise operates on a resource after that resource has been expired, released, or revoked.",,666,Implementation;Operation,
674,Uncontrolled Recursion,"The product does not properly control the amount of recursion that takes place,  consuming excessive resources, such as allocated memory or the program stack.",230;231,834,Implementation,Ensure an end condition will be reached under all logic conditions.  The end condition may include testing against the depth of recursion and exiting with an error if the recursion goes too deep. The complexity of the end condition contributes to the effectiveness of this action.;Increase the stack size.
681,Incorrect Conversion between Numeric Types,"When converting from one data type to another, such as long to integer, data can be omitted or translated in a way that produces unexpected values. If the resulting values are used in a sensitive context, then dangerous behaviors may occur.",,704;704,Implementation,Avoid making conversion between numeric types. Always check for the allowed ranges.
682,Incorrect Calculation,The product performs a calculation that generates incorrect or unintended results that are later used in security-critical decisions or resource management.,128;129,,Implementation,"Understand your programming language's underlying representation and how it interacts with numeric calculation. Pay close attention to byte size discrepancies, precision, signed/unsigned distinctions, truncation, conversion and casting between types, ""not-a-number"" calculations, and how your language handles numbers that are too large or too small for its underlying representation.;Perform input validation on any numeric input by ensuring that it is within the expected range. Enforce that the input meets both the minimum and maximum requirements for the expected range.;Use the appropriate type for the desired action. For example, in C/C++, only use unsigned types for values that could never be negative, such as height, width, or other numbers related to quantity.;;;Examine compiler warnings closely and eliminate problems with potential security implications, such as signed / unsigned mismatch in memory operations, or use of uninitialized variables. Even if the weakness is rarely exploitable, a single failure may lead to the compromise of the entire system.;Use automated static analysis tools that target this type of weakness. Many modern techniques use data flow analysis to minimize the number of false positives. This is not a perfect solution, since 100% accuracy and coverage are not feasible.;Use dynamic tools and techniques that interact with the product using large test suites with many diverse inputs, such as fuzz testing (fuzzing), robustness testing, and fault injection. The product's operation may slow down, but it should not become unstable, crash, or generate incorrect results."
693,Protection Mechanism Failure,The product does not use or incorrectly uses a protection mechanism that provides sufficient defense against directed attacks against the product.,1;107;127;17;20;22;237;36;477;480;51;57;59;65;668;74;87,,Architecture and Design;Implementation;Operation,
697,Incorrect Comparison,"The product compares two entities in a security-relevant context, but the comparison is incorrect, which may lead to resultant weaknesses.",10;120;14;15;182;24;267;3;41;43;44;45;46;47;52;53;6;64;67;7;71;73;78;79;8;80;88;9;92,,Implementation,
704,Incorrect Type Conversion or Cast,"The product does not correctly convert an object, resource, or structure from one type to a different type.",,664,Implementation,
706,Use of Incorrectly-Resolved Name or Reference,"The product uses a name or reference to access a resource, but the name/reference resolves to a resource that is outside of the intended control sphere.",159;177;48;641,664,Architecture and Design;Implementation,
73,External Control of File Name or Path,The product allows user input to control or influence paths or file names that are used in filesystem operations.,13;267;64;72;76;78;79;80,642;610;20,Architecture and Design;Implementation,"When the set of filenames is limited or known, create a mapping from a set of fixed input values (such as numeric IDs) to the actual filenames, and reject all other inputs. For example, ID 1 could map to ""inbox.txt"" and ID 2 could map to ""profile.txt"". Features such as the ESAPI AccessReferenceMap provide this capability.;;For any security checks that are performed on the client side, ensure that these checks are duplicated on the server side, in order to avoid CWE-602. Attackers can bypass the client-side checks by modifying values after the checks have been performed, or by changing the client to remove the client-side checks entirely. Then, these modified values would be submitted to the server.;;Use a built-in path canonicalization function (such as realpath() in C) that produces the canonical version of the pathname, which effectively removes "".."" sequences and symbolic links (CWE-23, CWE-59).;Use OS-level permissions and run as a low-privileged user to limit the scope of any successful attack.;If you are using PHP, configure your application so that it does not use register_globals. During implementation, develop your application so that it does not rely on this feature, but be wary of implementing a register_globals emulation that is subject to weaknesses such as CWE-95, CWE-621, and similar issues.;Use tools and techniques that require manual (human) analysis, such as penetration testing, threat modeling, and interactive tools that allow the tester to record and modify an active session. These may be more effective than strictly automated techniques. This is especially the case with weaknesses that are related to design and business rules."
732,Incorrect Permission Assignment for Critical Resource,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.,1;122;127;17;180;206;234;60;61;62;642,285;668,Architecture and Design;Implementation;Installation;Operation,"When using a critical resource such as a configuration file, check to see if the resource has insecure permissions (such as being modifiable by any regular user) [REF-62], and generate an error or even exit the software if there is a possibility that the resource could have been modified by an unauthorized party.;Divide the software into anonymous, normal, privileged, and administrative areas. Reduce the attack surface by carefully defining distinct user groups, privileges, and/or roles. Map these against data, functionality, and the related resources. Then set the permissions accordingly. This will allow you to maintain more fine-grained control over your resources. [REF-207];;During program startup, explicitly set the default permissions or umask to the most restrictive setting possible. Also set the appropriate permissions during program installation. This will prevent you from inheriting insecure permissions from any user who installs or runs the program.;For all configuration files, executables, and libraries, make sure that they are only readable and writable by the software's administrator.;Do not suggest insecure configuration changes in documentation, especially if those configurations can extend to resources and other programs that are outside the scope of the application.;Do not assume that a system administrator will manually change the configuration to the settings that are recommended in the software's manual.;Ensure that the software runs properly under the United States Government Configuration Baseline (USGCB) [REF-199] or an equivalent hardening configuration guide, which many organizations use to limit the attack surface and potential risk of deployed software.;When storing data in the cloud (e.g., S3 buckets, Azure blobs, Google Cloud Storage, etc.), use the provider's controls to disable public access."
74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),"The product constructs all or part of a command, data structure, or record using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.",10;101;105;108;120;13;135;14;24;250;267;273;28;3;34;42;43;45;46;47;51;52;53;6;64;67;7;71;72;76;78;79;8;80;83;84;9,707,Implementation,Programming languages and supporting technologies might be chosen which are not subject to these issues.;Utilize an appropriate mix of allowlist and denylist parsing to filter control-plane syntax from all input.
754,Improper Check for Unusual or Exceptional Conditions,The product does not check or incorrectly checks for unusual or exceptional conditions that are not expected to occur frequently during day to day operation of the product.,,703,Implementation,";Check the results of all functions that return a value and verify that the value is expected.;If using exception handling, catch and throw specific exceptions instead of overly-general exceptions (CWE-396, CWE-397). Catch and handle exceptions as locally as possible so that exceptions do not propagate too far up the call stack (CWE-705). Avoid unchecked or uncaught exceptions where feasible (CWE-248).;;;If the program must fail, ensure that it fails gracefully (fails closed). There may be a temptation to simply let the program fail poorly in cases such as low memory conditions, but an attacker may be able to assert control before the software has fully exited. Alternately, an uncontrolled failure could cause cascading problems with other downstream components; for example, the program could send a signal to a downstream process so the process immediately knows that a problem has occurred and has a better chance of recovery.;Use system limits, which should help to prevent resource exhaustion. However, the product should still handle low resource conditions since they may still occur."
755,Improper Handling of Exceptional Conditions,The product does not handle or incorrectly handles an exceptional condition.,,703,Implementation,
763,Release of Invalid Pointer or Reference,"The product attempts to return a memory resource to the system, but it calls the wrong release function or calls the appropriate release function incorrectly.",,404;404;404,Implementation,"Only call matching memory management functions. Do not mix and match routines. For example, when you allocate a buffer with malloc(), dispose of the original pointer with free().;When programming in C++, consider using smart pointers provided by the boost library to help correctly and consistently manage memory.;;Use a language that provides abstractions for memory allocation and deallocation.;Use a tool that dynamically detects memory management problems, such as valgrind."
77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),"The product constructs all or part of a command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended command when it is sent to a downstream component.",136;15;183;248;40;43;75;76,74;74,Implementation,"If at all possible, use library calls rather than external processes to recreate the desired functionality.;If possible, ensure that all external commands called from the program are statically created.;;Run time: Run time policy enforcement may be used in an allowlist fashion to prevent use of any non-sanctioned commands.;Assign permissions that prevent the user from accessing/opening privileged files."
770,Allocation of Resources Without Limits or Throttling,"The product allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor.",125;130;147;197;229;230;231;469;482;486;487;488;489;490;491;493;494;495;496;528,400;665;400,Architecture and Design;Implementation;Operation;System Configuration,"Clearly specify the minimum and maximum expectations for capabilities, and dictate which behaviors are acceptable when resource allocation reaches limits.;Limit the amount of resources that are accessible to unprivileged users. Set per-user limits for resources. Allow the system administrator to define these limits. Be careful to avoid CWE-410.;Design throttling mechanisms into the system architecture. The best protection is to limit the amount of resources that an unauthorized user can cause to be expended. A strong authentication and access control model will help prevent such attacks from occurring in the first place, and it will help the administrator to identify who is committing the abuse. The login application should be protected against DoS attacks as much as possible. Limiting the database access, perhaps by caching result sets, can help minimize the resources expended. To further limit the potential for a DoS attack, consider tracking the rate of requests received from users and blocking requests that exceed a defined rate threshold.;;For any security checks that are performed on the client side, ensure that these checks are duplicated on the server side, in order to avoid CWE-602. Attackers can bypass the client-side checks by modifying values after the checks have been performed, or by changing the client to remove the client-side checks entirely. Then, these modified values would be submitted to the server.;;Ensure that protocols have specific limits of scale placed on them.;;"
772,Missing Release of Resource after Effective Lifetime,"The product does not release a resource after its effective lifetime has ended, i.e., after the resource is no longer needed.",469,404;404;404;404,Implementation,";It is good practice to be responsible for freeing all resources you allocate and to be consistent with how and where you free resources in a function. If you allocate resources that you intend to free upon completion of the function, you must be sure to free the resources at all exit points for that function including error conditions.;"
776,Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),"The product uses XML documents and allows their structure to be defined with a Document Type Definition (DTD), but it does not properly control the number of recursive definitions of entities.",197,674;674;405,Implementation;Operation,"If possible, prohibit the use of DTDs or use an XML parser that limits the expansion of recursive DTD entities.;Before parsing XML files with associated DTDs, scan for recursive entity declarations and do not continue parsing potentially explosive content."
